name,url
Apple iPhone 16 Pro Max (256 GB) - Natural Titanium,https://www.amazon.in/Apple-iPhone-Pro-Max-256/dp/B0DGHYPFYB/ref=sr_1_1?crid=3GMY5LU9ETX9B&dib=eyJ2IjoiMSJ9.Ka89qhdpabB3NoR8D6tI4VHFx66I8q7spoqlJKA0Kl6dD_neYeYHOZzcFv4NXXE6vfD_jIEsSHcFrOixRV9kNogB9pEv8phXzlsZu73jw2Jzc8HDD5REr89A5roWq3Y5LN-jUM_sJCohrKa43Gx8ymLmvQWdwAEOdDWOgLWmZ_Z8HhocKPnj8jY7VVRUOy4oAOqZdBwCgT9Ers0UIqJiCdQ8Iz1PF4eFwPq-s1_8zCo.O1CPxieEkms6ho_5NmfN5Qe66CZdwoZdwZEvQetA1d4&dib_tag=se&keywords=iphone+16+pro+max+256gb&qid=1732466800&sprefix=iphone%2Caps%2C252&sr=8-1
